State,District,Market,Commodity,Variety,Grade,Min_Price,Max_Price,Modal_Price,Recommendable Price
Madhya Pradesh,Jhabua,Petlawad,Cotton,Long fiber,Non-FAQ,72.5,76,75,108.75
Madhya Pradesh,Jhabua,Petlawad(F&V),Carrot,Carrot,FAQ,12,16,14.37,18
Madhya Pradesh,Jhabua,Petlawad(F&V),Ginger(Green),Green Ginger,FAQ,13,17,14.12,19.5
Madhya Pradesh,Jhabua,Petlawad(F&V),Tomato,Deshi,FAQ,8,13,9.87,12
Madhya Pradesh,Jhabua,Petlawad(F&V),Tomato,Hybrid,FAQ,10,14,12.69,15
Madhya Pradesh,Jhabua,Thandla,Cotton,Without Ginned Cotton,FAQ,80,90,80,120
Madhya Pradesh,Katni,Katni,Barley (Jau),Barley,FAQ,25.12,25.12,25.12,37.68
Madhya Pradesh,Katni,Katni,Wheat,Wheat,FAQ,28.21,29.28,29.28,42.315
Madhya Pradesh,Khandwa,Khandwa,Wheat,Mill Quality,FAQ,28.69,30.99,30.98,43.035
Madhya Pradesh,Khandwa,Sanawad(F&V),Tomato,Deshi,FAQ,3,5,4,4.5
Madhya Pradesh,Khargone,Bhikangaon,Cotton,Without Ginned Cotton,FAQ,53.9,71.72,70.5,80.85
Madhya Pradesh,Khargone,Bhikangaon,Maize,Local,Non-FAQ,17.36,22.1,22.1,26.04
Madhya Pradesh,Khargone,Khargone,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),FAQ,65.99,70.91,70.91,98.985
Madhya Pradesh,Khargone,Khargone,Soyabean,Soyabeen,FAQ,36.65,41.01,39,54.975
Madhya Pradesh,Mandsaur,Daloda,Garlic,Garlic,FAQ,45,96.9,94.11,67.5
Madhya Pradesh,Mandsaur,Daloda,Soyabean,Soyabeen,FAQ,36.12,43.21,43.21,54.18
Madhya Pradesh,Mandsaur,Mandsaur,Onion,Onion,Non-FAQ,16,20.99,20.99,24
Madhya Pradesh,Mandsaur,Mandsaur,Wheat,Wheat Mix,FAQ,29.91,30.2,30.01,44.865
Madhya Pradesh,Mandsaur,Piplya,Garlic,Garlic-Organic,FAQ,67.12,90,90,100.68
Madhya Pradesh,Morena,Banmorkalan,Mustard,Mustard,FAQ,46.9,49.5,49,70.35
Madhya Pradesh,Narsinghpur,Gadarwada,Arhar (Tur/Red Gram)(Whole),Arhar Dal(Tur),FAQ,70,70,70,105
Madhya Pradesh,Narsinghpur,Gadarwada,Paddy(Dhan)(Common),Kranti,FAQ,23.7,23.7,23.7,35.55
Madhya Pradesh,Narsinghpur,Kareli,Bengal Gram(Gram)(Whole),Gram,FAQ,51,57,57,76.5
Madhya Pradesh,Narsinghpur,Narsinghpur,Bengal Gram(Gram)(Whole),Desi (F.A.Q. Split),FAQ,55.8,57.76,57.76,83.7
Madhya Pradesh,Raisen,Bareli,Paddy(Dhan)(Common),Paddy,FAQ,29.31,29.31,29.31,43.965
Madhya Pradesh,Raisen,Bareli,Paddy(Dhan)(Common),Puspa (MR 301),FAQ,24.5,25.75,25.5,36.75
Madhya Pradesh,Raisen,Obedullaganj,Paddy(Dhan)(Common),Basumathi,FAQ,24.5,25.35,25,36.75
Madhya Pradesh,Rajgarh,Biaora,Soyabean,Soyabeen,FAQ,35.1,41.7,38.95,52.65
Madhya Pradesh,Rajgarh,Kurawar,Soyabean,Soyabeen,FAQ,40.1,40.7,40.7,60.15
Madhya Pradesh,Rajgarh,Kurawar,Wheat,Mill Quality,FAQ,27,29.65,28.7,40.5
Madhya Pradesh,Ratlam,Jaora,Garlic,Garlic,FAQ,14,80,80,21
Madhya Pradesh,Ratlam,Jaora,Soyabean,Soyabeen,FAQ,38.01,42.61,41.52,57.015
Madhya Pradesh,Ratlam,Jawra(F&V),Bottle gourd,Bottle Gourd,FAQ,10,20,15,15
Madhya Pradesh,Ratlam,Jawra(F&V),Spinach,Spinach,FAQ,8,10,9,12
Madhya Pradesh,Ratlam,Ratlam,Garlic,Garlic,FAQ,70.5,70.5,70.5,105.75
Madhya Pradesh,Ratlam,Ratlam,Kabuli Chana(Chickpeas-White),Dollar Gram,FAQ,80.01,98.26,98.26,120.015
Madhya Pradesh,Ratlam,Ratlam,Soyabean,Soyabeen,FAQ,36.03,43,42.57,54.045
Madhya Pradesh,Ratlam,Sailana,Cotton,Without Ginned Cotton,FAQ,75,85,75,112.5
Madhya Pradesh,Ratlam,Taal,Soyabean,Yellow,FAQ,37.51,41.91,39.51,56.265
Madhya Pradesh,Sagar,Khurai,Bengal Gram(Gram)(Whole),Gram,FAQ,45.1,57.6,57.6,67.65
Madhya Pradesh,Sagar,Khurai(F&V),Bottle gourd,Bottle Gourd,FAQ,10,14,12,15
Madhya Pradesh,Satna,Satna,Bengal Gram(Gram)(Whole),Gram,FAQ,54.8,54.8,54.8,82.2
Madhya Pradesh,Sehore,Ashta,Wheat,Wheat,FAQ,28,30.27,30.04,42
Madhya Pradesh,Sehore,Baktara,Paddy(Dhan)(Common),Basumathi,Non-FAQ,27.41,27.41,27.41,41.115
Madhya Pradesh,Sehore,Nasrullaganj,Maize,Local,Non-FAQ,22.25,22.75,22.75,33.375
Madhya Pradesh,Sehore,Nasrullaganj,Soyabean,Soyabeen,FAQ,37.01,40.5,40,55.515
Madhya Pradesh,Seoni,Seoni,Maize,Yellow,FAQ,21,23,22,31.5
Madhya Pradesh,Shajapur,Agar,Lentil (Masur)(Whole),Masur Dal,FAQ,50.5,59.31,58.81,75.75
Madhya Pradesh,Shajapur,Agar,Mustard,Mustard,FAQ,45,56.5,45,67.5
Madhya Pradesh,Shajapur,Agar,Wheat,Wheat,FAQ,27.98,29.76,28.15,41.97
Madhya Pradesh,Shajapur,Kalapipal(F&V),Onion,Onion,FAQ,10,20.3,16.75,15
Madhya Pradesh,Shivpuri,Kolaras,Groundnut,Big (With Shell),Non-FAQ,32.95,43.5,43.5,49.425
Madhya Pradesh,Shivpuri,Kolaras,Soyabean,Soyabeen,Non-FAQ,32.65,40.55,37,48.975
Madhya Pradesh,Tikamgarh,Niwadi,Wheat,Mill Quality,Non-FAQ,29.09,29.14,29.14,43.635
Madhya Pradesh,Ujjain,Mahidpur,Bengal Gram(Gram)(Whole),Gram,FAQ,46.55,46.55,46.55,69.825
Madhya Pradesh,Ujjain,Unhel,Soyabean,Soyabeen,FAQ,33,41,41,49.5
Madhya Pradesh,Ujjain,Unhel,Wheat,Wheat,FAQ,27.52,27.52,27.52,41.28
Maharashtra,Ahmednagar,Karjat,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,65,70,68,97.5
Maharashtra,Ahmednagar,Karjat,Bengal Gram(Gram)(Whole),Other,Non-FAQ,53,54.39,53.5,79.5
Maharashtra,Ahmednagar,Karjat,Jowar(Sorghum),Other,Non-FAQ,23,32,26,34.5
Maharashtra,Ahmednagar,Karjat,Maize,Yellow,Non-FAQ,20,22.24,21.5,30
Maharashtra,Ahmednagar,Shrirampur,Cucumbar(Kheera),Other,Local,20,30,25,30
Maharashtra,Ahmednagar,Shrirampur,Raddish,Other,Local,0.03,0.05,0.04,0.045
Maharashtra,Ahmednagar,Shrirampur,Water Melon,Other,Local,4,6,5,6
Maharashtra,Akola,Akola,Arhar (Tur/Red Gram)(Whole),Other,Non-FAQ,64.5,75.3,70,96.75
Maharashtra,Akola,Akola,Bengal Gram(Gram)(Whole),Other,FAQ,54.45,64.7,61.5,81.675
Maharashtra,Akola,Akola,Green Gram (Moong)(Whole),Green (Whole),Non-FAQ,50,50,50,75
Maharashtra,Amarawati,Amarawati,Bengal Gram(Gram)(Whole),Other,FAQ,57,62.65,59.82,85.5
Maharashtra,Amarawati,Amarawati,Black Gram (Urd Beans)(Whole),Other,Non-FAQ,61.5,63.5,62.5,92.25
Maharashtra,Buldhana,Deoulgaon Raja,Bajra(Pearl Millet/Cumbu),Other,FAQ,26.25,28,27,39.375
Maharashtra,Buldhana,Deoulgaon Raja,Maize,Yellow,Non-FAQ,15,15,15,22.5
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Cabbage,Other,Local,3,6,4,4.5
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Coriander(Leaves),Other,Local,10,20,15,15
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Garlic,Other,Local,60,120,115,90
Maharashtra,Chandrapur,Chandrapur(Ganjwad),Green Chilli,Other,Local,10,20,15,15
Maharashtra,Chandrapur,Rajura,Soyabean,Yellow,Non-FAQ,37.55,38.5,38.25,56.325
Maharashtra,Dharashiv(Usmanabad),Tuljapur,Jowar(Sorghum),Jowar ( White),Local,19,25,24,28.5
Maharashtra,Gondiya,Tiroda,Paddy(Dhan)(Common),Other,Non-FAQ,20.98,21,20.99,31.47
Maharashtra,Kolhapur,Kolhapur,Onion,Other,Local,10,31,20,15
Maharashtra,Latur,Ahmedpur,Maize,Other,Non-FAQ,19.25,19.25,19.25,28.875
Maharashtra,Latur,Ahmedpur,Wheat,Other,FAQ,34.8,34.8,34.8,52.2
Maharashtra,Mumbai,Mumbai,Arecanut(Betelnut/Supari),Other,Local,550,800,675,825
Maharashtra,Mumbai,Mumbai,Bhindi(Ladies Finger),Other,Local,40,50,45,60
Maharashtra,Mumbai,Mumbai,Bitter gourd,Other,Local,26,32,29,39
Maharashtra,Mumbai,Mumbai,Cauliflower,Other,Local,8,10,9,12
Maharashtra,Mumbai,Mumbai,Chili Red,Other,Local,140,280,210,210
Maharashtra,Mumbai,Mumbai,Corriander seed,Other,Local,100,160,130,150
Maharashtra,Mumbai,Mumbai,Ginger(Green),Other,Local,20,24,22,30
Maharashtra,Mumbai,Mumbai,Green Gram Dal (Moong Dal),Other,Local,90,130,112,135
Maharashtra,Mumbai,Mumbai,Gur(Jaggery),Other,Local,48.5,58,53.25,72.75
Maharashtra,Mumbai,Mumbai,Lime,Other,Local,20,28,24,30
Maharashtra,Mumbai,Mumbai,Pumpkin,Other,Local,12,16,14,18
Maharashtra,Mumbai,Mumbai,Sabu Dan,Other,Local,47,57,54,70.5
Maharashtra,Mumbai,Mumbai,Soanf,Other,Local,90,250,170,135
Maharashtra,Mumbai,Mumbai,Sugar,Other,Local,39,46.5,42.75,58.5
Maharashtra,Mumbai,Mumbai,Tamarind Fruit,Other,Local,80,150,115,120
Maharashtra,Mumbai,Mumbai,Turmeric,Other,Local,160,180,170,240
Maharashtra,Mumbai,Mumbai- Fruit Market,Chikoos(Sapota),Other,Local,40,50,45,60
Maharashtra,Mumbai,Mumbai- Fruit Market,Karbuja(Musk Melon),Other,Local,25,35,30,37.5
Maharashtra,Mumbai,Mumbai- Fruit Market,Mango,Hapus(Alphaso),Local,450,900,675,675
Maharashtra,Mumbai,Mumbai- Fruit Market,Papaya,Other,Local,15,30,22.5,22.5
Maharashtra,Mumbai,Mumbai- Fruit Market,Pineapple,Other,Local,25,50,37.5,37.5
Maharashtra,Mumbai,Mumbai- Fruit Market,Pomegranate,Other,Local,80,150,115,120
Maharashtra,Mumbai,Mumbai- Fruit Market,Water Melon,Other,Local,9,15,12,13.5
Maharashtra,Nagpur,Kamthi,Bottle gourd,Other,Local,10,20,15,15
Maharashtra,Nagpur,Kamthi,Cabbage,Other,Local,6,10,8,9
Maharashtra,Nagpur,Kamthi,Cauliflower,Other,Local,5,15,10,7.5
Maharashtra,Nagpur,Kamthi,Green Chilli,Other,Local,25,35,30,37.5
Maharashtra,Nagpur,Kamthi,Pumpkin,Other,Local,4,8,6,6
Maharashtra,Nagpur,Kamthi,Tomato,Local,Local,4,6,5,6
Maharashtra,Nashik,Devala,Bajra(Pearl Millet/Cumbu),Other,FAQ,26.25,29.05,27.35,39.375
Maharashtra,Nashik,Devala,Wheat,Maharashtra 2189,FAQ,25.75,29.75,27.05,38.625
Maharashtra,Nashik,Kalvan,Onion,Red,Local,13.75,27.85,23,20.625
Maharashtra,Pune,Khed,Methi(Leaves),Other,Local,8,13,9,12
Maharashtra,Pune,Khed(Chakan),Cauliflower,Other,Local,6,10,8,9
Maharashtra,Pune,Khed(Chakan),Peas Wet,Other,Local,22,25,24,33
Maharashtra,Pune,Pune,Beetroot,Other,Local,5,16,10.5,7.5
Maharashtra,Pune,Pune,Bhindi(Ladies Finger),Other,Local,20,60,40,30
Maharashtra,Pune,Pune,Black Gram (Urd Beans)(Whole),Other,FAQ,92,98,95,138
Maharashtra,Pune,Pune,Brinjal,Other,Local,14,40,27,21
Maharashtra,Pune,Pune,Cauliflower,Other,Local,4,12,8,6
Maharashtra,Pune,Pune,Drumstick,Other,Local,20,50,35,30
Maharashtra,Pune,Pune,Ginger(Green),Other,Local,10,23,16.5,15
Maharashtra,Pune,Pune,Green Peas,Other,Local,108,124,116,162
Maharashtra,Pune,Pune,Lentil (Masur)(Whole),Other,FAQ,70,72,71,105
Maharashtra,Pune,Pune,Little gourd (Kundru),Other,Local,20,40,30,30
Maharashtra,Pune,Pune,Maize,Deshi Red,FAQ,25,26,25.5,37.5
Maharashtra,Pune,Pune,Tomato,Local,Local,4,12,8,6
Maharashtra,Pune,Pune(Khadiki),Beans,Other,Local,30,35,32.5,45
Maharashtra,Pune,Pune(Khadiki),Bitter gourd,Other,Local,23,23,23,34.5
Maharashtra,Pune,Pune(Khadiki),Brinjal,Other,Local,10,18,14,15
Maharashtra,Pune,Pune(Khadiki),Cabbage,Other,Local,7,10,8.5,10.5
Maharashtra,Pune,Pune(Khadiki),Methi(Leaves),Other,Local,0.08,0.12,0.1,0.12
Maharashtra,Pune,Pune(Khadiki),Peas Wet,Other,Local,22,25,23.5,33
Maharashtra,Pune,Pune(Moshi),Banana,Other,Local,20,50,35,30
Maharashtra,Pune,Pune(Moshi),Coriander(Leaves),Other,Local,0.05,0.07,0.06,0.075
Maharashtra,Pune,Pune(Moshi),Garlic,Other,Local,120,150,135,180
Maharashtra,Pune,Pune(Moshi),Onion Green,Other,Local,0.15,0.15,0.15,0.225
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,Local,0.07,0.1,0.09,0.105
Maharashtra,Raigad,Panvel,Beans,Other,Local,40,45,42.5,60
Maharashtra,Sangli,Islampur,Bitter gourd,Other,Local,20,30,25.5,30
Maharashtra,Sangli,Islampur,Bottle gourd,Other,Local,5,7,6,7.5
Maharashtra,Sangli,Islampur,Cucumbar(Kheera),Other,Local,14,15,14.5,21
Maharashtra,Satara,Patan,Brinjal,Other,Local,12.5,16.5,14.5,18.75
Maharashtra,Satara,Patan,Coriander(Leaves),Other,Local,0.07,0.09,0.08,0.105
Maharashtra,Satara,Vai,Ginger(Green),Other,Local,20,30,25,30
Maharashtra,Sholapur,Akluj,Carrot,Other,Local,20,30,25,30
Maharashtra,Sholapur,Akluj,Guar,Other,Local,70,110,90,105
Maharashtra,Sholapur,Akluj,Tomato,Local,Local,5,10,8,7.5
Maharashtra,Sholapur,Akluj,Wheat,Other,FAQ,30,30,30,45
Maharashtra,Sholapur,Mangal Wedha,Cucumbar(Kheera),Other,Local,8,43,25,12
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,Local,18,46,33,27
Maharashtra,Thane,Kalyan,Wheat,Sharbati,FAQ,25,35,30,37.5
Maharashtra,Thane,Palghar,Rice,1009 Kar,Local,41.5,41.5,41.5,62.25
Meghalaya,East Garo Hills,Williamnagar,Orange,Orange,Medium,130,150,140,195
Meghalaya,East Khasi Hills,Shillong,Arecanut(Betelnut/Supari),Other,FAQ,90,145,125,135
Meghalaya,East Khasi Hills,Shillong,Pumpkin,Other,FAQ,23,25,24,34.5
Nagaland,Dimapur,Dimapur,Brinjal,Brinjal,FAQ,25,35,30,37.5
Nagaland,Zunheboto,Ghathashi,Leafy Vegetable,Leafy Vegetables,FAQ,40,43,42,60
NCT of Delhi,Delhi,Azadpur,Apple,American,Large,11.43,71.43,43.3,17.145
NCT of Delhi,Delhi,Azadpur,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Large,6,60,27.8,9
NCT of Delhi,Delhi,Azadpur,Bhindi(Ladies Finger),Bhindi,FAQ,30,60,50,45
NCT of Delhi,Delhi,Azadpur,Guar,Gwar,FAQ,30,60,42.5,45
NCT of Delhi,Delhi,Azadpur,Potato,Potato,FAQ,5,11,8.38,7.5
Odisha,Balasore,Jaleswar,Garlic,Other,FAQ,148,152,150,222
Odisha,Balasore,Jaleswar,Little gourd (Kundru),Little gourd (Kundru),FAQ,11,15,13,16.5
Odisha,Bargarh,Bargarh,Onion,Other,FAQ,15,17,16,22.5
Odisha,Bargarh,Bargarh,Potato,Other,FAQ,21,23,22,31.5
Odisha,Bargarh,Bargarh,Tomato,Other,FAQ,19,21,20,28.5
Odisha,Bargarh,Padampur,Brinjal,Brinjal,FAQ,21,23,22,31.5
Odisha,Bargarh,Sohela,Bhindi(Ladies Finger),Other,FAQ,31,33,32,46.5
Odisha,Bargarh,Sohela,Pumpkin,Other,FAQ,31,33,32,46.5
Odisha,Dhenkanal,Hindol,Bitter gourd,Bitter Gourd,FAQ,48,52,50,72
Odisha,Dhenkanal,Hindol,Cucumbar(Kheera),Cucumbar,FAQ,44,46,45,66
Odisha,Dhenkanal,Hindol,Pumpkin,Pumpkin,FAQ,13,15,14,19.5
Odisha,Ganjam,Digapahandi,Cabbage,Other,FAQ,20,25,23,30
Odisha,Jagatsinghpur,Rahama,Fish,Other,FAQ,120,430,180,180
Odisha,Jagatsinghpur,Rahama,Pumpkin,Other,FAQ,15,30,20,22.5
Odisha,Jagatsinghpur,Rahama,Rice,Other,FAQ,26,60,38,39
Odisha,Kalahandi,Kesinga,Bhindi(Ladies Finger),Other,FAQ,40,40,40,60
Odisha,Kalahandi,Kesinga,Cabbage,Other,FAQ,35,40,36,52.5
Odisha,Keonjhar,Keonjhar,Cauliflower,Other,FAQ,25,30,25,37.5
Odisha,Keonjhar,Keonjhar,Tomato,Other,Non-FAQ,30,35,35,45
Odisha,Khurda,Balugaon,Garlic,Other,FAQ,240,250,245,360
Odisha,Khurda,Balugaon,Onion,Other,Non-FAQ,22,23,22,33
Odisha,Koraput,Koraput,Cauliflower,Other,FAQ,21,23,22,31.5
Odisha,Koraput,Koraput,Potato,Other,Non-FAQ,39,41,40,58.5
Odisha,Koraput,Koraput,Pumpkin,Other,FAQ,15,17,16,22.5
Odisha,Koraput,Koraput,Raddish,Other,FAQ,11,13,12,16.5
Odisha,Koraput,Koraput,White Pumpkin,Other,FAQ,13,15,14,19.5
Odisha,Koraput,Koraput(Semilguda),Papaya (Raw),Other,FAQ,14,16,15,21
Odisha,Nayagarh,Bahadajholla,Brinjal,Other,FAQ,21.58,25,22.55,32.37
Odisha,Nayagarh,Bahadajholla,Cucumbar(Kheera),Cucumbar,FAQ,26.57,30,30,39.855
Odisha,Puri,Nimapara,Brinjal,Other,FAQ,30,50,40,45
Odisha,Puri,Nimapara,Green Chilli,Other,FAQ,20,30,25,30
Odisha,Rayagada,Rayagada,Onion,Other,FAQ,31,32,32,46.5
Odisha,Rayagada,Rayagada,Potato,Other,FAQ,29,30,30,43.5
Odisha,Sundergarh,Panposh,Brinjal,Other,FAQ,20,24,23,30
Odisha,Sundergarh,Panposh,Pumpkin,Other,FAQ,8,12,10,12
Punjab,Bhatinda,Sangat,Cotton,RCH-2,FAQ,72.1,74,73.1,108.15
Punjab,Bhatinda,Talwandi Sabo,Guava,Other,Medium,28,30,29,42
Punjab,Bhatinda,Talwandi Sabo,Onion,Other,FAQ,23,25,24,34.5
Punjab,Fatehgarh,Bassi Pathana,Banana,Medium,Medium,40,42,41,60
Punjab,Fazilka,Fazilka,Tomato,Other,FAQ,10,20,15,15
Punjab,Fazilka,Jalalabad,Coriander(Leaves),Coriander,FAQ,10,10,10,15
Punjab,Fazilka,Jalalabad,Grapes,Other,Large,70,73,71,105
Punjab,Fazilka,Jalalabad,Green Chilli,Other,FAQ,30,31.5,31,45
Punjab,Fazilka,Jalalabad,Kinnow,Other,Large,22,25,23,33
Punjab,Fazilka,Jalalabad,Lemon,Lemon,FAQ,45,45,45,67.5
Punjab,Fazilka,Jalalabad,Papaya,Other,Large,31,33.5,32,46.5
Punjab,Fazilka,Jalalabad,Pineapple,Other,Large,50,50,50,75
Punjab,Fazilka,Jalalabad,Turnip,Turnip,FAQ,6.5,6.5,6.5,9.75
Punjab,Ferozpur,Zira,Apple,American,Large,56,60,58,84
Punjab,Ferozpur,Zira,Peas cod,Peas cod,FAQ,20,25,23,30
Punjab,Gurdaspur,Gurdaspur,Banana,Other,Medium,20,22,21,30
Punjab,Gurdaspur,Gurdaspur,Ginger(Dry),Other,FAQ,40,45,42,60
Punjab,Gurdaspur,Gurdaspur,Orange,Orange,Medium,40,45,42,60
Punjab,Gurdaspur,Gurdaspur,Pomegranate,Other,Medium,70,80,75,105
Punjab,Gurdaspur,Gurdaspur,Potato,Other,FAQ,8,10,9,12
Punjab,Gurdaspur,Gurdaspur,Tomato,Other,FAQ,14,16,15,21
Punjab,Gurdaspur,Kalanaur,Raddish,Other,FAQ,3,3,3,4.5
Punjab,Hoshiarpur,Dasuya,Brinjal,Other,FAQ,20,20,20,30
Punjab,Hoshiarpur,Garh Shankar,Banana,Medium,Medium,18,22,21,27
Punjab,Hoshiarpur,Garh Shankar,Ginger(Green),Green Ginger,FAQ,32,37,35,48
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Cauliflower,Other,FAQ,3.5,5,4.5,5.25
Punjab,Hoshiarpur,GarhShankar (Kotfatuhi),Onion,Other,FAQ,18,25,21,27
Punjab,Hoshiarpur,Hoshiarpur,Brinjal,Other,FAQ,6,8,7,9
Punjab,Hoshiarpur,Hoshiarpur(Sham Churasi),Cauliflower,Cauliflower,FAQ,10,14,12,15
Punjab,Hoshiarpur,Hoshiarpur(Sham Churasi),Leafy Vegetable,Leafy Vegetables,FAQ,10,20,15,15
Punjab,Hoshiarpur,Mukerian,Cabbage,Other,FAQ,7,9,8,10.5
Punjab,Hoshiarpur,Mukerian,Carrot,Carrot,FAQ,7,9,8,10.5
Punjab,Hoshiarpur,Mukerian,Cucumbar(Kheera),Cucumbar,FAQ,20,40,30,30
Punjab,Hoshiarpur,Tanda Urmur,Bhindi(Ladies Finger),Other,FAQ,65,75,70,97.5
Punjab,Hoshiarpur,Tanda Urmur,Capsicum,Other,FAQ,30,40,35,45
Punjab,Hoshiarpur,Tanda Urmur,Cucumbar(Kheera),Other,FAQ,30,40,35,45
Punjab,Hoshiarpur,Tanda Urmur,Raddish,Other,FAQ,10,15,12,15
Punjab,Jalandhar,Jalandhar City(Jalandhar),Bottle gourd,Bottle Gourd,FAQ,10,20,15,15
Punjab,Jalandhar,Jalandhar City(Jalandhar),Cabbage,Other,FAQ,4,6,5,6
Punjab,Jalandhar,Jalandhar City(Jalandhar),Ginger(Green),Green Ginger,FAQ,16,30,23,24
Punjab,Jalandhar,Jalandhar City(Jalandhar),Green Chilli,Green Chilly,FAQ,8,18,13,12
Punjab,Jalandhar,Jalandhar City(Jalandhar),Jack Fruit,Jack Fruit,Medium,12,26,18,18
Punjab,Jalandhar,Jalandhar City(Jalandhar),Lemon,Lemon,FAQ,16,30,23,24
Punjab,Jalandhar,Jalandhar City(Jalandhar),Methi(Leaves),Methi,FAQ,5,7,6,7.5
Punjab,Jalandhar,Jalandhar City(Jalandhar),Pomegranate,Pomogranate,Medium,26,80,55,39
Punjab,Jalandhar,Noor Mehal,Carrot,Other,FAQ,7,7,7,10.5
Punjab,Jalandhar,Noor Mehal,Methi(Leaves),Other,FAQ,10,10,10,15
Punjab,Ludhiana,Doraha,Potato,Other,Non-FAQ,4,6,5,6
Punjab,Ludhiana,Khanna,Apple,Other,Medium,30,100,70,45
Punjab,Ludhiana,Khanna,Green Chilli,Other,FAQ,10,30,20,15
Punjab,Ludhiana,Khanna,Lemon,Other,FAQ,20,40,30,30
Punjab,Ludhiana,Khanna,Mousambi(Sweet Lime),Other,Medium,30,50,40,45
Punjab,Ludhiana,Khanna,Onion,Other,FAQ,12,25,15,18
Punjab,Ludhiana,Khanna,Papaya,Other,Medium,10,20,15,15
Punjab,Ludhiana,Khanna,Tomato,Other,FAQ,12,20,15,18
Punjab,Mansa,Budalada,Ginger(Green),Green Ginger,FAQ,60,70,67,90
Punjab,Mansa,Budalada,Pomegranate,Pomogranate,Medium,75,90,80,112.5
Punjab,Mansa,Budalada,Raddish,Raddish,FAQ,5,7.5,6,7.5
Punjab,Mansa,Budalada,Tomato,Tomato,FAQ,10,12.5,11,15
Punjab,Mansa,Mansa,Bottle gourd,Bottle Gourd,FAQ,20,30,25,30
Punjab,Mansa,Mansa,Cabbage,Cabbage,FAQ,8,10,9,12
Punjab,Mansa,Mansa,Capsicum,Capsicum,FAQ,20,30,25,30
Punjab,Mansa,Mansa,Cauliflower,Cauliflower,FAQ,5,7,6,7.5
Punjab,Mansa,Mansa,Ginger(Dry),Dry,FAQ,40,50,45,60
Punjab,Mansa,Mansa,Mousambi(Sweet Lime),Mousambi,Medium,30,50,40,45
Punjab,Mansa,Mansa,Raddish,Raddish,FAQ,10,15,12,15
Punjab,Mansa,Mansa,Spinach,Spinach,FAQ,8,10,9,12
Punjab,Moga,Baghapurana,Cauliflower,Cauliflower,FAQ,3,5,4,4.5
Punjab,Moga,Baghapurana,Kinnow,Kinnow,Large,20,30,25,30
Punjab,Moga,Baghapurana,Peas Wet,Other,FAQ,20,25,22,30
Punjab,Moga,Baghapurana,Raddish,Raddish,FAQ,4,6,5,6
Punjab,Moga,Kot ise Khan,Coriander(Leaves),Coriander,FAQ,3,5,4,4.5
Punjab,Moga,Kot ise Khan,Methi(Leaves),Other,FAQ,4,6,5,6
Punjab,Moga,Kot ise Khan,Potato,Other,Non-FAQ,8,10,9,12
Punjab,Moga,Kot ise Khan,Season Leaves,Other,FAQ,5,7,6,7.5
Punjab,Moga,Nihal Singh Wala,Cucumbar(Kheera),Other,FAQ,20,25,22,30
Punjab,Moga,Nihal Singh Wala,Onion,Other,FAQ,22,30,25,33
Punjab,Moga,Nihal Singh Wala,Peas Wet,Other,FAQ,15,20,18,22.5
Punjab,Moga,Nihal Singh Wala,Potato,Other,FAQ,8,14,10,12
Punjab,Mohali,Banur,Carrot,Other,FAQ,9,12.22,9,13.5
Punjab,Mohali,Banur,Garlic,Other,FAQ,80,90,80,120
Punjab,Mohali,Banur,Ginger(Dry),Other,FAQ,12.22,45,12.22,18.33
Punjab,Mohali,Lalru,Beetroot,Beetroot,FAQ,15,20,20,22.5
Punjab,Mohali,Lalru,Spinach,Other,FAQ,10,10,10,15
Punjab,Muktsar,Bariwala,Banana,Banana - Ripe,Medium,25,27,27,37.5
Punjab,Muktsar,Bariwala,Brinjal,Other,FAQ,9,9,9,13.5
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Capsicum,Other,FAQ,28,30,29,42
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Cauliflower,Other,FAQ,2,3,2.3,3
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Field Pea,Other,FAQ,20,25,23,30
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Leafy Vegetable,Other,FAQ,10,12,10.8,15
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Onion,Other,FAQ,22,24,23,33
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Sweet Potato,Other,FAQ,25,30,27,37.5
Punjab,Nawanshahr,Nawan Shahar(Subzi Mandi),Turnip,Other,FAQ,8,10,8.5,12
Punjab,Patiala,Ghanaur,Onion,Other,FAQ,26,28,27,39
Punjab,Patiala,Patiala,Carrot,Carrot,FAQ,7,9,8,10.5
Punjab,Patiala,Patiala,Onion,Local,FAQ,25,27,26,37.5
Punjab,Patiala,Patran,Ber(Zizyphus/Borehannu),Ber(Zizyphus),Medium,16,45,24.1,24
